post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_990,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,0,2,79,Positive,938,Not Viral,Evening,Thursday
post_991,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,1,71,Neutral,604,Viral,Evening,Friday
post_992,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,0,82,Negative,752,Not Viral,Morning,Wednesday
post_993,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Positive,855,Viral,Evening,Saturday
post_994,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,0,70,Negative,108,Not Viral,Evening,Wednesday
post_995,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Neutral,318,Viral,Evening,Friday
post_996,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,3,71,Neutral,173,Not Viral,Evening,Wednesday
post_997,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,0,70,Negative,157,Not Viral,Afternoon,Sunday
post_998,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,1,78,Neutral,476,Viral,Evening,Friday
post_999,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,1,78,Neutral,247,Not Viral,Afternoon,Monday
post_1000,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,2,82,Positive,603,Not Viral,Evening,Tuesday
post_1001,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,2,81,Positive,757,Not Viral,Morning,Wednesday
post_1002,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,3,70,Positive,975,Not Viral,Evening,Wednesday
post_1003,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,2,81,Neutral,121,Not Viral,Afternoon,Sunday
post_1004,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,2,70,Negative,90,Not Viral,Morning,Monday
post_1005,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,1,71,Positive,774,Not Viral,Afternoon,Tuesday
post_1006,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,1,70,Positive,428,Not Viral,Afternoon,Saturday
post_1007,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,4,4,71,Negative,395,Not Viral,Evening,Thursday
post_1008,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,4,78,Neutral,656,Not Viral,Afternoon,Tuesday
post_1009,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,1,83,Neutral,292,Not Viral,Morning,Friday
post_1010,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,1,71,Negative,574,Not Viral,Morning,Wednesday
post_1011,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,4,71,Neutral,98,Viral,Afternoon,Monday
post_1012,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,3,3,79,Positive,399,Not Viral,Evening,Monday
post_1013,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,4,76,Negative,896,Not Viral,Afternoon,Saturday
post_1014,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,5,3,70,Neutral,657,Not Viral,Afternoon,Friday
post_1015,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Positive,976,Not Viral,Evening,Saturday
post_1016,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Neutral,464,Not Viral,Afternoon,Tuesday
post_1017,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,2,71,Negative,356,Not Viral,Evening,Friday
post_1018,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,4,78,Positive,91,Not Viral,Afternoon,Wednesday
post_1019,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Positive,581,Not Viral,Afternoon,Friday
post_1020,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Positive,752,Not Viral,Afternoon,Saturday
post_1021,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Neutral,583,Not Viral,Afternoon,Tuesday
post_1022,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Negative,284,Viral,Evening,Sunday
post_1023,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,3,3,71,Negative,128,Not Viral,Afternoon,Saturday
post_1024,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,0,81,Negative,276,Not Viral,Morning,Saturday
post_1025,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,4,0,71,Neutral,949,Not Viral,Evening,Tuesday
post_1026,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Negative,795,Not Viral,Morning,Thursday
post_1027,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,5,3,70,Positive,599,Viral,Evening,Monday
post_1028,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Neutral,794,Not Viral,Evening,Tuesday
post_1029,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,2,78,Negative,56,Not Viral,Evening,Monday
post_1030,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,3,79,Negative,991,Not Viral,Afternoon,Saturday
post_1031,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Neutral,800,Not Viral,Afternoon,Saturday
post_1032,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,2,81,Negative,156,Not Viral,Morning,Wednesday
post_1033,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,3,71,Positive,907,Not Viral,Morning,Friday
post_1034,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Negative,936,Not Viral,Morning,Friday
post_1035,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,4,81,Neutral,565,Not Viral,Afternoon,Saturday
post_1036,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Positive,79,Not Viral,Afternoon,Wednesday
post_1037,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Positive,991,Not Viral,Morning,Saturday
post_1038,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,2,3,71,Positive,954,Not Viral,Afternoon,Thursday
post_1039,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,0,1,70,Positive,995,Not Viral,Evening,Thursday
post_1040,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,3,83,Neutral,343,Viral,Morning,Monday
post_1041,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Positive,454,Not Viral,Evening,Sunday
post_1042,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,2,81,Neutral,363,Not Viral,Afternoon,Friday
post_1043,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Positive,227,Viral,Evening,Monday
post_1044,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,3,81,Positive,201,Viral,Evening,Thursday
post_1045,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,0,68,Positive,292,Viral,Afternoon,Saturday
post_1046,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,0,71,Neutral,958,Not Viral,Afternoon,Wednesday
post_1047,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,3,83,Neutral,707,Not Viral,Morning,Friday
post_1048,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,0,81,Negative,818,Not Viral,Evening,Friday
post_1049,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,1,83,Neutral,111,Not Viral,Evening,Saturday
post_1050,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,0,82,Positive,153,Not Viral,Evening,Sunday
post_1051,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,1,83,Neutral,67,Not Viral,Afternoon,Wednesday
post_1052,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Neutral,685,Viral,Afternoon,Sunday
post_1053,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,2,68,Positive,767,Viral,Afternoon,Saturday
post_1054,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Neutral,407,Not Viral,Evening,Sunday
post_1055,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,5,0,70,Negative,799,Not Viral,Morning,Wednesday
post_1056,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,1,83,Neutral,602,Viral,Afternoon,Tuesday
post_1057,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Positive,744,Not Viral,Morning,Thursday
post_1058,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,4,81,Negative,964,Not Viral,Morning,Wednesday
post_1059,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,4,82,Positive,550,Not Viral,Morning,Monday
post_1060,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,1,79,Positive,462,Not Viral,Evening,Tuesday
post_1061,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,3,82,Neutral,679,Not Viral,Afternoon,Wednesday
post_1062,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,2,76,Positive,331,Not Viral,Morning,Monday
post_1063,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,0,76,Neutral,856,Not Viral,Afternoon,Tuesday
post_1064,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,2,76,Negative,588,Not Viral,Evening,Thursday
post_1065,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,4,76,Neutral,324,Not Viral,Evening,Tuesday
post_1066,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,1,71,Positive,538,Not Viral,Morning,Tuesday
post_1067,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,0,3,79,Negative,522,Not Viral,Morning,Friday
post_1068,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,3,68,Positive,721,Not Viral,Evening,Sunday
post_1069,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,3,2,70,Neutral,286,Viral,Evening,Saturday
post_1070,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,3,83,Neutral,599,Not Viral,Morning,Saturday
post_1071,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,3,76,Positive,879,Not Viral,Evening,Tuesday
post_1072,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,1,76,Positive,932,Viral,Afternoon,Tuesday
post_1073,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Neutral,213,Not Viral,Morning,Wednesday
post_1074,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,2,71,Positive,446,Not Viral,Afternoon,Tuesday
post_1075,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,0,81,Positive,502,Not Viral,Morning,Saturday
post_1076,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,5,0,79,Positive,841,Not Viral,Morning,Friday
post_1077,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,4,76,Positive,405,Viral,Afternoon,Friday
post_1078,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,2,70,Positive,313,Not Viral,Afternoon,Friday
post_1079,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,0,83,Negative,237,Not Viral,Evening,Wednesday
post_1080,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,1,68,Negative,918,Not Viral,Morning,Tuesday
post_1081,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,1,3,79,Neutral,560,Not Viral,Morning,Monday
post_1082,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,3,70,Positive,952,Viral,Evening,Thursday
post_1083,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,3,83,Positive,750,Viral,Afternoon,Monday
post_1084,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,1,82,Positive,798,Viral,Afternoon,Friday
post_1085,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,1,82,Negative,52,Not Viral,Afternoon,Sunday
post_1086,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,3,3,79,Negative,689,Viral,Afternoon,Wednesday
post_1087,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,4,2,79,Negative,536,Not Viral,Morning,Wednesday
post_1088,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,0,82,Neutral,302,Not Viral,Morning,Monday
post_1089,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,3,81,Neutral,282,Not Viral,Afternoon,Tuesday
post_1090,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,4,2,79,Negative,838,Not Viral,Morning,Sunday
post_1091,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,5,1,70,Neutral,360,Not Viral,Evening,Saturday
post_1092,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Neutral,522,Viral,Afternoon,Wednesday
post_1093,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,1,78,Neutral,679,Not Viral,Evening,Saturday
post_1094,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,3,78,Negative,609,Not Viral,Morning,Tuesday
post_1095,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Neutral,399,Not Viral,Morning,Monday
post_1096,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,4,76,Neutral,514,Not Viral,Evening,Thursday
post_1097,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,3,78,Neutral,775,Not Viral,Afternoon,Sunday
post_1098,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,2,76,Positive,897,Not Viral,Evening,Monday
post_1099,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,1,76,Neutral,412,Not Viral,Afternoon,Monday
post_1100,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,4,81,Neutral,717,Not Viral,Evening,Monday
post_1101,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,0,83,Neutral,872,Not Viral,Morning,Sunday
post_1102,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,2,83,Negative,267,Not Viral,Afternoon,Tuesday
post_1103,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Neutral,441,Not Viral,Afternoon,Wednesday
post_1104,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,2,68,Positive,544,Not Viral,Evening,Monday
post_1105,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,3,68,Negative,186,Not Viral,Morning,Tuesday
post_1106,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,2,76,Negative,535,Not Viral,Afternoon,Tuesday
post_1107,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,4,82,Neutral,267,Not Viral,Evening,Friday
post_1108,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Negative,158,Not Viral,Morning,Saturday
post_1109,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,0,78,Negative,208,Not Viral,Morning,Wednesday
post_1110,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Negative,459,Not Viral,Afternoon,Sunday
post_1111,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Neutral,309,Not Viral,Morning,Monday
post_1112,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,0,0,79,Positive,110,Not Viral,Morning,Sunday
post_1113,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,3,83,Negative,743,Not Viral,Afternoon,Saturday
post_1114,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,4,81,Positive,94,Viral,Afternoon,Friday
post_1115,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,3,71,Positive,855,Not Viral,Evening,Tuesday
post_1116,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Neutral,172,Not Viral,Evening,Friday
post_1117,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Negative,894,Not Viral,Evening,Thursday
post_1118,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Positive,836,Not Viral,Evening,Wednesday
post_1119,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,2,82,Negative,445,Viral,Morning,Friday
post_1120,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,2,76,Negative,946,Not Viral,Evening,Saturday
post_1121,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,4,0,71,Neutral,998,Not Viral,Evening,Tuesday
post_1122,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,2,76,Neutral,716,Viral,Afternoon,Wednesday
post_1123,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,3,81,Neutral,313,Viral,Afternoon,Tuesday
post_1124,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,4,81,Positive,318,Not Viral,Afternoon,Saturday
post_1125,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,2,79,Negative,995,Not Viral,Morning,Saturday
post_1126,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,2,83,Negative,318,Not Viral,Afternoon,Saturday
post_1127,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,2,82,Positive,209,Not Viral,Evening,Thursday
post_1128,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,3,82,Positive,435,Not Viral,Morning,Monday
post_1129,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,1,81,Neutral,518,Viral,Morning,Sunday
post_1130,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,0,0,71,Neutral,934,Not Viral,Morning,Thursday
post_1131,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,0,71,Positive,477,Not Viral,Evening,Tuesday
post_1132,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Neutral,977,Not Viral,Evening,Thursday
post_1133,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,1,78,Positive,214,Not Viral,Evening,Monday
post_1134,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,0,81,Positive,455,Not Viral,Evening,Sunday
post_1135,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,1,71,Negative,499,Not Viral,Morning,Sunday
post_1136,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,2,76,Neutral,956,Not Viral,Morning,Wednesday
post_1137,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,4,76,Neutral,683,Viral,Morning,Friday
post_1138,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,1,68,Positive,448,Not Viral,Afternoon,Saturday
post_1139,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,2,3,79,Negative,718,Not Viral,Afternoon,Tuesday
post_1140,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Negative,515,Viral,Afternoon,Wednesday
post_1141,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,0,68,Neutral,837,Not Viral,Morning,Saturday
post_1142,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,4,70,Negative,176,Not Viral,Afternoon,Monday
post_1143,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,2,83,Negative,800,Viral,Evening,Sunday
post_1144,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Positive,481,Viral,Morning,Saturday
post_1145,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,3,82,Neutral,674,Not Viral,Afternoon,Sunday
post_1146,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,0,4,71,Neutral,340,Not Viral,Evening,Friday
post_1147,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Neutral,477,Not Viral,Morning,Thursday
post_1148,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,3,71,Neutral,138,Not Viral,Evening,Sunday
post_1149,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Neutral,787,Viral,Morning,Monday
post_1150,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Negative,465,Viral,Evening,Monday
post_1151,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,1,4,79,Negative,556,Not Viral,Evening,Tuesday
post_1152,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Neutral,131,Not Viral,Afternoon,Saturday
post_1153,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,0,78,Negative,712,Not Viral,Evening,Thursday
post_1154,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,0,71,Negative,847,Not Viral,Morning,Monday
post_1155,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,1,81,Positive,51,Not Viral,Evening,Wednesday
post_1156,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,4,4,79,Negative,602,Viral,Morning,Thursday
post_1157,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,4,82,Neutral,456,Viral,Evening,Tuesday
post_1158,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,1,71,Negative,606,Not Viral,Evening,Saturday
post_1159,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,3,78,Positive,284,Not Viral,Evening,Tuesday
post_1160,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,3,78,Positive,974,Viral,Evening,Sunday
post_1161,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,4,76,Negative,746,Viral,Evening,Thursday
post_1162,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,4,83,Positive,66,Not Viral,Morning,Monday
post_1163,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,2,81,Neutral,975,Not Viral,Evening,Monday
post_1164,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Negative,592,Viral,Morning,Thursday
post_1165,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,2,81,Positive,519,Not Viral,Morning,Monday
post_1166,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,4,68,Positive,279,Not Viral,Morning,Saturday
post_1167,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,4,78,Positive,781,Not Viral,Morning,Monday
post_1168,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,4,68,Positive,691,Not Viral,Evening,Sunday
post_1169,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,1,1,79,Positive,117,Not Viral,Afternoon,Tuesday
post_1170,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,2,2,71,Negative,62,Not Viral,Evening,Friday
post_1171,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,1,1,71,Negative,843,Viral,Evening,Tuesday
post_1172,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,0,78,Positive,140,Not Viral,Afternoon,Thursday
post_1173,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,2,68,Positive,719,Not Viral,Afternoon,Monday
post_1174,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,0,82,Positive,358,Not Viral,Afternoon,Monday
post_1175,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Neutral,607,Viral,Morning,Sunday
post_1176,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,2,3,71,Negative,454,Not Viral,Afternoon,Saturday
post_1177,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,0,68,Neutral,758,Viral,Evening,Friday
post_1178,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,2,68,Negative,639,Not Viral,Morning,Tuesday
post_1179,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,4,3,71,Positive,196,Not Viral,Afternoon,Thursday
post_1180,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,2,78,Positive,467,Not Viral,Morning,Thursday
post_1181,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Positive,516,Not Viral,Evening,Wednesday
post_1182,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,2,83,Positive,828,Not Viral,Evening,Thursday
post_1183,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,0,71,Neutral,802,Viral,Afternoon,Monday
post_1184,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,4,0,70,Neutral,949,Viral,Evening,Monday
post_1185,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,3,70,Positive,859,Viral,Morning,Monday
post_1186,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,4,82,Neutral,702,Not Viral,Morning,Sunday
post_1187,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Neutral,745,Viral,Afternoon,Tuesday
post_1188,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,3,81,Positive,908,Not Viral,Afternoon,Wednesday
post_1189,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,3,83,Negative,400,Not Viral,Afternoon,Wednesday
